,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
1842,3,2950,0,0,0,1,0,1,0,0,0,0,0,0,-0.1961405791781202,0.24887847415839207,1.1159862940366623,-0.022502094073594416,-0.059786284099441624,-0.007815390022803795
1843,3,9092,0,0,1,0,0,0,1,0,0,0,0,0,0.5448323255931073,-0.30626892016498425,-0.20973360730648113,0.709540876322369,0.7401847918379686,0.683388115215083
1844,4,7864,0,0,0,1,0,0,0,0,0,1,0,0,0.8200508330795631,0.11009162557754675,0.6740796602556144,0.9684341219502096,0.9019766948365456,0.9425894296792918
1845,2,3850,0,1,0,0,0,0,0,0,0,0,1,0,0.4178083990608969,1.4285666870955573,0.23217302647456664,0.47742969058706375,0.5154738154510558,0.683388115215083
1846,3,453,0,0,0,0,1,0,1,0,0,0,0,0,-1.148820028169698,1.0122061413530314,-0.6516402410875289,-1.5044427414605441,-1.479959654864731,-1.3902224004985788
1847,1,661,0,1,0,0,0,0,0,0,1,0,0,0,-0.788918902995102,-2.0411045274255257,1.55789292781771,-0.7366903578745339,-0.7249307742047031,-0.9294200636733206
1848,3,625,0,0,0,0,1,0,0,1,0,0,0,0,-1.0429667560595228,-0.23687549587456158,-1.0935468748685768,-1.2723315557252382,-1.2642371175332945,-1.2750218162922642
1849,3,4370,0,1,0,0,0,0,0,1,0,0,0,0,0.20610185484054624,0.4570587470296551,0.23217302647456664,0.2988826246368287,0.3177281562305719,0.3665865086477183
1850,5,530,0,0,0,0,1,1,0,0,0,0,0,0,-1.2123319914358035,0.1794850498679694,0.23217302647456664,-1.6115709810306849,-1.6057978016414018,-1.57742334983384
1851,1,3312,0,0,0,1,0,1,0,0,0,0,0,0,0.20610185484054624,-0.5144491930362473,1.55789292781771,0.3792288043144343,0.3626703515079551,0.308986216544561
1852,4,900,0,0,0,0,1,0,1,0,0,0,0,0,-0.8736015206832423,-1.208383435940464,0.6740796602556144,-0.8795280106347219,-0.8507689209813748,-0.9726202827506883
1853,1,1154,0,0,1,0,0,0,1,0,0,0,0,0,-0.6407243220408566,-0.23687549587456158,-0.20973360730648113,-0.5849253518168342,-0.5451619930951734,-0.5838183110543766
1854,5,802,0,0,0,1,0,0,0,0,0,1,0,0,-1.0429667560595228,-0.23687549587456158,0.23217302647456664,-1.2455494958327036,-1.282213995644247,-1.2750218162922642
1855,3,3035,0,0,0,0,1,0,1,0,0,0,0,0,-0.1749699247560851,1.4285666870955573,-0.20973360730648113,-0.07606621385866454,-0.0507978450439645,0.10738519418351089
1856,3,11086,0,0,1,0,0,0,0,0,0,0,1,0,1.8785835541813165,-0.028695223003293625,-0.6516402410875289,1.700477092346173,1.764866844162291,1.7201933730719152
1857,3,3148,0,0,1,0,0,0,0,0,0,0,1,0,0.46014970790496706,0.7346324441913408,-0.20973360730648113,0.6291946966447634,0.5783928888393909,0.6977881882408734
1858,4,8911,0,0,0,1,0,0,0,0,1,0,0,0,0.8412214875015982,0.1794850498679694,0.23217302647456664,0.9059426488676271,0.883999816725593,0.9137892836277125
1859,4,1998,0,0,0,1,0,0,0,0,0,0,0,1,-0.11145796148997984,-0.09808864729371627,-0.20973360730648113,0.12033555868659362,0.08402874078818273,0.09298512115772124
1860,7,1439,0,0,1,0,0,0,0,1,0,0,0,0,-0.8312602118391722,-0.23687549587456158,0.23217302647456664,-0.861673304039698,-0.823803603814945,-0.8574196985443737
1861,1,3107,0,0,0,0,1,0,0,0,1,0,0,0,0.20610185484054624,1.0815995656434492,0.6740796602556144,0.3345920378268757,0.2907628390641429,0.4529869468024543
1862,2,4089,0,0,1,0,0,0,1,0,0,0,0,0,0.1002485827303708,0.8734192927721861,-0.6516402410875289,0.22746379825673466,0.26379752189771316,0.3521864356219293
1863,5,2035,0,0,0,1,0,0,0,0,1,0,0,0,-0.6195536676188215,-0.5838426173266699,1.55789292781771,-0.5135065254367402,-0.5721273102616024,-0.5982183840801663
1864,2,576,0,0,0,0,1,0,0,0,0,1,0,0,-1.0217961016374877,0.9428127170626087,-1.5354535086496246,-1.183058022750121,-1.246260239422341,-1.1166210130085819
1865,1,625,0,0,1,0,0,1,0,0,0,0,0,0,-0.8524308662612072,0.1794850498679694,-1.0935468748685768,-0.9241647771222805,-0.8777342381478045,-0.8718197715701633
1866,2,3724,0,0,0,0,1,0,0,0,1,0,0,0,0.2484431636846164,1.4285666870955573,-0.20973360730648113,0.34351939112438723,0.37165879056343143,0.5393873849571903
1867,4,695,0,0,1,0,0,0,0,1,0,0,0,0,-1.0429667560595228,-0.375662344455402,-0.20973360730648113,-1.2366221425351913,-1.219294922255912,-1.2462216702406854
1868,2,882,0,0,0,1,0,0,1,0,0,0,0,0,-0.8524308662612072,0.1794850498679694,1.55789292781771,-0.9241647771222805,-0.9676186287025693,-0.915019990647531
1869,1,3499,0,0,0,1,0,0,0,0,0,0,0,1,0.438979053482932,-0.028695223003293625,0.23217302647456664,0.5845579301572048,0.6233350841167741,0.5969876770603477
1870,5,806,0,0,0,0,1,0,0,0,1,0,0,0,-1.0006254472154528,-1.4165637088117269,0.6740796602556144,-1.1294939029650501,-1.0934567754792404,-1.2318215972148965
1871,7,921,0,0,0,0,1,0,0,1,0,0,0,0,-1.0217961016374877,-0.028695223003293625,-1.0935468748685768,-1.2009127293451443,-1.2013180441449585,-1.188621378137528
1872,4,693,0,0,0,0,1,0,0,0,1,0,0,0,-0.8947721751052774,0.11009162557754675,-1.5354535086496246,-0.9777288969073505,-0.9496417505916159,-0.9438201366991097
1873,6,4114,0,1,0,0,0,0,0,0,0,0,1,0,0.20610185484054624,1.289779838514717,0.23217302647456664,0.3524467444218988,0.3177281562305719,0.49618716587982264
1874,0,2892,1,0,0,0,0,0,0,0,0,1,0,0,0.8200508330795631,2.330681202871037,0.6740796602556144,0.780959702702463,0.7222079137270152,1.0721900869113954
1875,2,5142,0,0,0,1,0,0,0,1,0,0,0,0,0.5448323255931073,-0.5144491930362473,0.23217302647456664,0.7631049961074391,0.8120923042817808,0.7121882612666623
1876,4,561,0,0,0,1,0,0,0,0,0,1,0,0,-1.0217961016374877,-0.7920228901979329,1.1159862940366623,-1.2009127293451443,-1.1743527269785288,-1.2462216702406854
1877,2,5430,0,0,0,0,1,0,0,1,0,0,0,0,0.46014970790496706,-1.624743981682995,1.1159862940366623,0.6559767565372988,0.7581616699489213,0.481787092854033
1878,6,1389,0,0,1,0,0,0,0,1,0,0,0,0,-0.8100895574171372,0.1794850498679694,-1.0935468748685768,-0.8081091842546279,-0.8417804819258985,-0.7998194064412163
1879,3,449,0,0,1,0,0,0,0,0,0,0,1,0,-1.0217961016374877,-0.30626892016498425,-0.6516402410875289,-1.2187674359401681,-1.1833411660340059,-1.2174215241891069
1880,1,2683,0,0,1,0,0,1,0,0,0,0,0,0,-0.15379927033405003,0.4570587470296551,-0.6516402410875289,-0.004647387478570514,0.021109667399846873,0.06418497510614257
1881,1,4858,0,0,1,0,0,0,1,0,0,0,0,0,0.2696138181066515,-0.8614163144883556,-1.5354535086496246,0.5845579301572048,0.5694044497839145,0.467387019828244
1882,1,2302,0,0,1,0,0,0,0,0,0,1,0,0,-0.06911665264590966,-0.6532360416170926,-0.20973360730648113,0.19175438506668765,0.12897093606556514,0.07858504813193222
1883,4,1294,0,0,1,0,0,1,0,0,0,0,0,0,-0.767748248573067,0.38766532273923243,-1.0935468748685768,-0.7723997710645809,-0.8058267257039924,-0.7422191143380596
1884,3,911,0,0,1,0,0,1,0,0,0,0,0,0,-1.064137410481558,0.38766532273923243,-0.6516402410875289,-1.2723315557252382,-1.3091793128106768,-1.2462216702406854
1885,1,2268,0,0,0,1,0,0,0,0,1,0,0,0,-0.21731123360015528,-2.5962519217488973,1.1159862940366623,0.14711761857912908,0.11998249701008881,-0.18061626633227584
1886,6,4904,0,0,0,0,1,0,1,0,0,0,0,0,-0.047945998223874575,-0.30626892016498425,1.1159862940366623,0.10248085209157053,0.1559362532319949,0.09298512115772124
1887,5,586,0,0,1,0,0,0,0,0,1,0,0,0,-1.106478719325628,-0.16748207158413894,-0.6516402410875289,-1.3616050887003561,-1.354121508088059,-1.361422254447
1888,2,1155,0,0,0,1,0,0,1,0,0,0,0,0,-0.6407243220408566,0.38766532273923243,1.1159862940366623,-0.5224338787342518,-0.5990926274280322,-0.5118179459254303
1889,5,1132,0,0,0,1,0,1,0,0,0,0,0,0,-0.8100895574171372,-1.4859571331021497,0.6740796602556144,-0.7545450644695569,-0.7069538960937504,-0.8718197715701633
1890,2,2629,0,0,0,1,0,0,1,0,0,0,0,0,-0.1961405791781202,-0.4450557687458246,-0.20973360730648113,-0.013574740776082068,-0.0507978450439645,-0.07981575515175016
1891,3,1808,0,0,0,1,0,1,0,0,0,0,0,0,-0.42901777782050593,-0.5838426173266699,1.55789292781771,-0.28139533970143504,-0.31146257765278346,-0.3534171426417479
1892,5,9366,0,0,1,0,0,0,0,0,0,1,0,0,0.8835627963456684,-0.028695223003293625,-0.6516402410875289,0.9684341219502096,1.0098379635022638,0.9857896487566601
1893,4,410,0,0,0,0,1,1,0,0,0,0,0,0,-1.1699906825917332,0.24887847415839207,1.1159862940366623,-1.531224801353079,-1.5249018501421132,-1.4910229116791045
1894,3,13986,0,0,1,0,0,0,1,0,0,0,0,0,1.4975117745846853,-1.3471702845213092,0.6740796602556144,1.611203559371055,1.5491443068308544,1.3601915474271822
1895,2,5393,0,0,1,0,0,0,0,0,1,0,0,0,0.5448323255931073,-0.8614163144883556,-0.20973360730648113,0.798814409297486,0.7581616699489213,0.654587969163505
1896,2,827,0,0,0,1,0,1,0,0,0,0,0,0,-0.9582841383713826,-0.5838426173266699,0.23217302647456664,-1.0670024298824685,-1.1024452145347174,-1.1310210860343715
1897,2,1363,0,1,0,0,0,0,0,1,0,0,0,0,-0.5772123587747513,1.4285666870955573,0.23217302647456664,-0.5135065254367402,-0.563138871206126,-0.38221728869332655
1898,2,2313,0,0,1,0,0,0,0,0,0,1,0,0,-0.1961405791781202,0.24887847415839207,-0.20973360730648113,-0.05821150726364143,-0.014844088822058414,-0.007815390022803795
1899,2,732,0,0,0,1,0,1,0,0,0,0,0,0,-1.0429667560595228,-0.23687549587456158,0.23217302647456664,-1.2098400826426565,-1.2642371175332945,-1.2462216702406854
1900,1,17746,0,0,0,1,0,0,0,1,0,0,0,0,2.5560444956864385,-0.30626892016498425,1.55789292781771,2.0307891643541067,1.9895778205492038,1.9505945414845447
1901,5,1690,0,1,0,0,0,0,0,0,1,0,0,0,-0.6407243220408566,-0.375662344455402,2.574278185514119,-0.6117074117093697,-0.5990926274280322,-0.641418603157534
1902,3,2276,0,0,0,0,1,0,0,0,0,1,0,0,-0.21731123360015528,0.38766532273923243,-0.6516402410875289,-0.07606621385866454,-0.04180940598848818,-0.007815390022803795
1903,5,1031,0,0,1,0,0,0,0,0,1,0,0,0,-0.8100895574171372,-0.7226294659075103,-1.0935468748685768,-0.790254477659604,-0.7698729694820863,-0.8430196255185847
1904,1,629,0,0,1,0,0,0,1,0,0,0,0,0,-0.8524308662612072,-0.30626892016498425,-0.6516402410875289,-0.8884553639322335,-0.8687457990923274,-0.900619917621742
1905,2,3929,0,0,1,0,0,0,0,0,0,0,0,1,0.4178083990608969,-1.7635308302638353,1.9997995615987578,0.6470494032397864,0.6772657184496328,0.42418680075087567
1906,4,984,0,0,1,0,0,0,0,0,0,0,0,1,-0.6407243220408566,0.8734192927721861,-0.6516402410875289,-0.5938527051143458,-0.626057944594462,-0.5118179459254303
1907,4,800,0,0,1,0,0,0,1,0,0,0,0,0,-1.0429667560595228,0.1794850498679694,-1.0935468748685768,-1.2455494958327036,-1.2282833613113884,-1.2174215241891069
1908,3,6720,0,1,0,0,0,0,0,0,1,0,0,0,0.8412214875015982,1.5673535356764028,0.6740796602556144,0.9416520620576742,0.7941154261708274,1.0865901599371846
1909,1,4466,0,0,0,0,1,0,0,0,1,0,0,0,0.48132036232700215,-0.23687549587456158,-1.5354535086496246,0.691686169727345,0.7401847918379686,0.683388115215083
1910,2,1667,0,0,0,1,0,1,0,0,0,0,0,0,-0.5560417043527162,-1.208383435940464,0.23217302647456664,-0.39745093256908764,-0.43730072442945517,-0.5406180919770089
1911,1,14120,0,0,1,0,0,0,0,0,0,0,1,0,2.6618977677966145,0.4570587470296551,-1.0935468748685768,2.102207990734201,2.1513697235477816,2.195395782922963
1912,3,5911,0,0,0,0,1,0,0,0,0,1,0,0,0.438979053482932,-1.4165637088117269,2.8836128291608536,0.6291946966447634,0.6592888403386802,0.4529869468024543
1913,1,1113,0,0,1,0,0,0,0,0,1,0,0,0,-0.5772123587747513,0.38766532273923243,-1.9773601424306724,-0.47779711224669325,-0.4462891634849315,-0.4110174347449052
1914,3,1369,0,0,0,0,1,0,0,0,1,0,0,0,-0.5983830131967863,0.8734192927721861,-1.0935468748685768,-0.5492159386267872,-0.5271851149842199,-0.43981758079648325
1915,2,5422,0,0,0,0,1,1,0,0,0,0,0,0,0.438979053482932,-0.7226294659075103,0.23217302647456664,0.6649041098348104,0.6323235231722504,0.55378745798298
1916,0,2291,0,0,0,0,1,1,0,0,0,0,0,0,0.438979053482932,1.1509929899338718,1.55789292781771,0.5667032235621808,0.49749693734010236,0.683388115215083
1917,1,522,0,0,0,1,0,1,0,0,0,0,0,0,-0.9582841383713826,0.38766532273923243,0.23217302647456664,-1.1294939029650501,-1.084468336423764,-1.0590207209054243
1918,5,666,0,0,1,0,0,0,0,0,0,1,0,0,-1.0006254472154528,0.3182718984488147,-1.5354535086496246,-1.1652033161550972,-1.1563758488675762,-1.1166210130085819
1919,1,1226,0,0,0,0,1,1,0,0,0,0,0,0,-0.5772123587747513,-1.6941374059734176,1.55789292781771,-0.43316034575913465,-0.41033540726302536,-0.5982183840801663
1920,1,11968,0,0,0,0,1,0,0,0,0,0,0,1,2.598385804530509,-0.5838426173266699,1.1159862940366623,2.102207990734201,2.2142887969361174,2.051395052665069
1921,7,988,0,1,0,0,0,0,0,0,1,0,0,0,-1.0429667560595228,1.4979601113859802,0.23217302647456664,-1.2901862623202622,-1.3271561909216303,-1.1598212320859493
1922,2,2353,0,0,0,0,1,0,0,0,1,0,0,0,-0.1749699247560851,0.9428127170626087,-0.20973360730648113,-0.07606621385866454,-0.023832527877535536,0.06418497510614257
1923,7,695,0,0,1,0,0,0,0,0,0,0,1,0,-0.9794547927934176,0.11009162557754675,-1.0935468748685768,-1.1116391963700272,-1.1024452145347174,-1.087820866957003
1924,3,3553,0,0,1,0,0,0,1,0,0,0,0,0,-0.1961405791781202,-0.09808864729371627,-0.6516402410875289,-0.013574740776082068,0.021109667399846873,-0.007815390022803795
1925,6,7507,0,0,0,0,1,0,0,0,1,0,0,0,0.4178083990608969,0.38766532273923243,-0.6516402410875289,0.4863570438845753,0.587381327894868,0.5825876040345587
1926,7,1333,0,0,1,0,0,0,1,0,0,0,0,0,-0.8736015206832423,-0.4450557687458246,-0.20973360730648113,-0.9063100705272565,-0.8867226772032808,-0.9294200636733206
1927,0,5647,0,1,0,0,0,0,1,0,0,0,0,0,1.4975117745846853,1.289779838514717,1.1159862940366623,1.3880197269332613,1.3603870866658476,1.5617925697882322
1928,3,6208,0,0,0,0,1,0,0,0,1,0,0,0,0.4178083990608969,0.665239019900923,0.6740796602556144,0.5131391037771108,0.5694044497839145,0.6257878231119264
1929,5,5539,0,0,1,0,0,1,0,0,0,0,0,0,-0.21731123360015528,-0.4450557687458246,-1.0935468748685768,0.004279965818941041,0.030098106455323997,-0.03661553607438247
1930,3,7911,0,1,0,0,0,0,0,1,0,0,0,0,0.8623921419236332,1.3591732628051396,0.23217302647456664,0.8255964691900215,0.8660229386146395,1.0289898678340272
1931,2,5578,0,0,1,0,0,0,0,0,0,0,1,0,0.8412214875015982,-1.1389900116500413,-0.6516402410875289,1.030925595032792,0.9828726463358342,0.8417889184987661
1932,6,3105,0,0,0,1,0,0,0,0,1,0,0,0,-0.21731123360015528,-0.375662344455402,-0.6516402410875289,0.004279965818941041,-0.059786284099441624,-0.06541568212596115
1933,5,10860,0,0,1,0,0,1,0,0,0,0,0,0,0.438979053482932,-0.4450557687458246,-0.20973360730648113,0.6470494032397864,0.6682772793941565,0.5969876770603477
1934,3,5002,0,1,0,0,0,0,0,0,1,0,0,0,0.4178083990608969,1.289779838514717,0.23217302647456664,0.45957498399203983,0.5424391326174848,0.6689880421892941
1935,1,2297,0,0,1,0,0,0,0,0,1,0,0,0,-0.1749699247560851,-0.23687549587456158,-0.6516402410875289,0.013207319116452594,0.0750403017327064,0.02098475602877488
1936,1,3703,0,0,0,0,1,0,1,0,0,0,0,0,0.22727250926258133,0.7346324441913408,1.55789292781771,0.28995527133931714,0.3087397171750956,0.395386654699297
1937,7,901,0,0,1,0,0,0,0,1,0,0,0,0,-1.0429667560595228,-0.7226294659075103,-0.6516402410875289,-1.183058022750121,-1.1653642879230524,-1.2318215972148965
1938,1,2999,0,0,0,1,0,0,0,1,0,0,0,0,0.14258989157444096,-0.09808864729371627,0.23217302647456664,0.3524467444218988,0.3177281562305719,0.32338628957035065
1939,3,9060,0,0,1,0,0,0,0,0,1,0,0,0,1.052928031721949,0.11009162557754675,-1.0935468748685768,1.1291264813054207,1.1626414274453645,1.1585905250661308
1940,2,2666,0,0,1,0,0,0,1,0,0,0,0,0,-0.1749699247560851,-0.375662344455402,-0.6516402410875289,0.03998937900898805,0.0031327892888942297,-0.022215463048593453
1941,2,6639,0,0,0,1,0,0,0,0,0,0,1,0,1.5186824290067205,-2.0411045274255257,1.55789292781771,1.5665667928834963,1.5401558677753782,1.2305908901950786
1942,4,5181,0,0,1,0,0,0,0,0,0,0,1,0,0.48132036232700215,-0.30626892016498425,-1.9773601424306724,0.709540876322369,0.7401847918379686,0.6689880421892941
1943,1,3830,0,0,0,1,0,0,0,0,0,0,1,0,0.4178083990608969,0.5958455956105004,-0.6516402410875289,0.5845579301572048,0.5334506935620085,0.640187896137716
1944,6,1123,0,0,1,0,0,0,0,0,1,0,0,0,-0.8524308662612072,0.4570587470296551,-0.20973360730648113,-0.897382717229745,-0.8687457990923274,-0.8286195524927951
1945,3,1267,0,0,0,0,1,0,1,0,0,0,0,0,-0.7254069397289968,-1.3471702845213092,0.9392236405242438,-0.6027800584118573,-0.5451619930951734,-0.713418968286481
1946,7,13061,0,0,1,0,0,0,0,0,1,0,0,0,1.2434639215202643,-0.7920228901979329,-1.0935468748685768,1.3612376670407258,1.3154448913884653,1.2161908171692881
1947,3,743,0,0,1,0,0,0,0,0,1,0,0,0,-1.0006254472154528,-0.375662344455402,-1.0935468748685768,-1.093784489775004,-1.1563758488675762,-1.1454211590601604
1948,4,695,0,0,1,0,0,0,0,0,1,0,0,0,-1.0429667560595228,0.665239019900923,-0.20973360730648113,-1.2544768491302152,-1.2912024346997242,-1.2030214511633177
1949,1,551,0,0,0,0,1,0,0,0,0,1,0,0,-0.9582841383713826,1.0122061413530314,1.55789292781771,-1.1205665496675385,-1.1473874098120997,-1.0302205748538458
1950,1,8431,0,0,0,0,1,0,0,1,0,0,0,0,1.4763411201626504,0.38766532273923243,1.1159862940366623,1.3790923736357499,1.4322945991096598,1.4609920586077065
1951,6,9009,0,0,1,0,0,0,0,0,1,0,0,0,0.8412214875015982,0.3182718984488147,-0.20973360730648113,0.9148700021651387,0.9559073291694044,0.9713895757308698
1952,6,16100,0,0,0,1,0,0,0,0,0,0,0,1,3.1911641283474914,0.24887847415839207,0.23217302647456664,2.4503747693371594,2.4030460171011234,2.4545970973871705
1953,1,9157,0,0,0,1,0,0,1,0,0,0,0,0,1.4763411201626504,-0.6532360416170926,0.6740796602556144,1.4237291401233083,1.4502714772206133,1.331391401375603
1954,3,872,0,0,1,0,0,0,1,0,0,0,0,0,-1.0429667560595228,0.1794850498679694,-0.6516402410875289,-1.2276947892376797,-1.2642371175332945,-1.2174215241891069
1955,1,4936,0,0,0,1,0,0,1,0,0,0,0,0,0.6930269065473526,-0.23687549587456158,0.6740796602556144,0.923797355462651,0.8570344995591632,0.8561889915245551
1956,2,1720,0,0,1,0,0,1,0,0,0,0,0,0,-0.5983830131967863,0.4570587470296551,-0.20973360730648113,-0.5045791721392286,-0.5451619930951734,-0.4686177268480619
1957,1,5231,0,0,1,0,0,0,0,0,1,0,0,0,0.6506855977032828,-0.7226294659075103,0.6740796602556144,0.87023323567758,0.9109651338920219,0.7841886263956087
1958,3,2066,0,0,0,1,0,1,0,0,0,0,0,0,-0.513700395508646,-0.4450557687458246,0.23217302647456664,-0.36174151937904064,-0.40134696820754906,-0.42541750777069426
1959,4,12621,0,0,0,0,1,0,0,0,0,0,1,0,1.8997542086033516,0.11009162557754675,-0.20973360730648113,1.718331798941196,1.7019477707739552,1.7201933730719152
1960,2,1227,0,1,0,0,0,0,0,0,0,1,0,0,-0.6195536676188215,1.3591732628051396,-0.6516402410875289,-0.5759979985193227,-0.6080810664835085,-0.43981758079648325
1961,4,6765,0,0,0,1,0,0,1,0,0,0,0,0,0.5024910167490372,-2.179891376006366,0.6740796602556144,0.8345238224875331,0.8031038652263037,0.5105872389056116
1962,4,6076,0,0,0,1,0,0,0,0,1,0,0,0,0.5660029800151425,-0.23687549587456158,-0.6516402410875289,0.8077417625949984,0.7761385480598747,0.7553884803440307
1963,3,2905,0,0,0,0,1,0,0,0,1,0,0,0,-0.1961405791781202,0.24887847415839207,0.23217302647456664,-0.08499356715617609,-0.032820966933011855,-0.022215463048593453
1964,3,6533,0,0,0,1,0,0,0,1,0,0,0,0,0.438979053482932,-1.7635308302638353,1.1159862940366623,0.709540876322369,0.6862541575051091,0.4529869468024543
1965,2,10134,0,0,0,0,1,0,0,0,0,1,0,0,1.8150715909152113,0.7346324441913408,-0.6516402410875289,1.5933488527760318,1.63902869738562,1.7201933730719152
1966,4,624,0,0,1,0,0,0,0,0,0,0,0,1,-0.9159428295273124,0.4570587470296551,-1.0935468748685768,-0.9866562502048629,-1.0395261411463814,-0.9582202097248994
1967,5,1290,0,0,0,1,0,1,0,0,0,0,0,0,-0.8736015206832423,0.8040258684817634,0.23217302647456664,-0.968801543609839,-1.0125608239799517,-0.900619917621742
1968,4,1775,0,1,0,0,0,1,0,0,0,0,0,0,-0.5772123587747513,-1.0695965873596187,-0.6516402410875289,-0.46886975894918165,-0.4193238463185017,-0.555018165002798
1969,2,5627,0,0,0,0,1,0,1,0,0,0,0,0,0.438979053482932,0.8734192927721861,-0.20973360730648113,0.47742969058706375,0.5514275716729619,0.6257878231119264
1970,1,3450,0,0,0,1,0,0,1,0,0,0,0,0,0.4178083990608969,0.8040258684817634,1.55789292781771,0.49528439718208683,0.4345778639517673,0.5681875310087691
1971,1,15746,0,0,0,0,1,0,0,0,0,1,0,0,3.5510652535220872,1.0815995656434492,-0.6516402410875289,2.5485756556097883,2.5198957248223186,2.713798411851378
1972,1,2451,0,0,0,1,0,0,1,0,0,0,0,0,-0.09028730706794476,0.4570587470296551,0.23217302647456664,0.07569879219903507,0.10200561889913617,0.1505854132608786
1973,2,4751,0,0,0,1,0,1,0,0,0,0,0,0,0.438979053482932,0.7346324441913408,0.23217302647456664,0.5577758702646693,0.49749693734010236,0.6257878231119264
1974,1,3326,0,0,0,1,0,0,0,0,1,0,0,0,0.20610185484054624,-1.5553505573925723,1.55789292781771,0.5220664570746223,0.4795200592291497,0.29458614351877194
1975,4,3001,0,0,0,1,0,1,0,0,0,0,0,0,-0.21731123360015528,-0.09808864729371627,1.55789292781771,-0.07606621385866454,-0.12270535748777668,-0.10861590120332883
1976,2,5532,0,0,0,1,0,1,0,0,0,0,0,0,0.438979053482932,-1.9717111031351033,0.23217302647456664,0.7363229362149044,0.7132194746715389,0.4529869468024543
1977,1,17244,0,0,0,0,1,0,0,1,0,0,0,0,2.5560444956864385,-0.6532360416170926,-0.20973360730648113,2.0932806374366892,2.160358162603258,2.008194833587702
1978,2,4692,0,0,1,0,0,0,0,0,0,0,1,0,0.6083442888592127,-1.624743981682995,1.55789292781771,0.8345238224875331,0.883999816725593,0.6257878231119264
1979,2,3880,0,0,0,0,1,1,0,0,0,0,0,0,0.2696138181066515,-0.6532360416170926,1.1159862940366623,0.44172027739701675,0.49749693734010236,0.38098658167350796
1980,2,2358,0,0,1,0,0,0,0,0,0,0,1,0,-0.09028730706794476,0.11009162557754675,-0.6516402410875289,0.09355349879405818,0.11998249701008881,0.12178526720929991
1981,5,2346,0,0,1,0,0,0,1,0,0,0,0,0,-0.6407243220408566,0.4570587470296551,-1.5354535086496246,-0.5670706452218104,-0.5901041883725558,-0.5262180189512192
1982,6,1163,0,0,0,0,1,0,0,0,0,0,1,0,-0.7254069397289968,0.8040258684817634,-0.20973360730648113,-0.7456177111720454,-0.7159423351492268,-0.641418603157534
1983,6,11923,0,0,0,0,1,1,0,0,0,0,0,0,0.438979053482932,1.4979601113859802,-0.6516402410875289,0.5131391037771108,0.5514275716729619,0.7265883342924514
1984,6,1055,0,0,0,0,1,0,1,0,0,0,0,0,-0.9159428295273124,-0.5838426173266699,-0.6516402410875289,-0.9777288969073505,-0.9676186287025693,-1.0158205018280566
1985,5,9705,0,0,0,0,1,0,1,0,0,0,0,0,0.5024910167490372,0.7346324441913408,0.23217302647456664,0.6024126367522279,0.6323235231722504,0.7121882612666623
1986,0,7100,0,0,1,0,0,0,0,1,0,0,0,0,1.7515596276491059,0.1794850498679694,-1.0493562114904713,1.5665667928834963,1.63902869738562,1.6337929349171787
1987,5,8888,0,0,0,1,0,0,1,0,0,0,0,0,0.4178083990608969,0.665239019900923,1.1159862940366623,0.5131391037771108,0.5334506935620085,0.6113877500861373
1988,3,4986,0,0,0,0,1,0,0,0,0,0,1,0,0.5236616711710723,1.0122061413530314,0.6740796602556144,0.6470494032397864,0.6233350841167741,0.7697885533698198
1989,3,827,0,0,1,0,0,0,0,0,1,0,0,0,-0.8312602118391722,-0.23687549587456158,-1.5354535086496246,-0.8706006573372104,-0.8148151647594687,-0.8574196985443737
1990,2,5795,0,0,1,0,0,0,0,1,0,0,0,0,0.5024910167490372,-0.5838426173266699,-0.6516402410875289,0.7720323494049514,0.7311963527824915,0.6689880421892941
1991,1,4857,0,0,0,0,1,0,1,0,0,0,0,0,0.5871736344371776,1.1509929899338718,-0.6516402410875289,0.7184682296198804,0.6772657184496328,0.8561889915245551
1992,5,3228,0,0,1,0,0,1,0,0,0,0,0,0,-0.32316450571033045,-0.23687549587456158,1.1159862940366623,-0.18319445342880558,-0.15865911370968278,-0.19501633935806484
1993,2,2744,0,0,1,0,0,0,0,1,0,0,0,0,-0.11145796148997984,0.38766532273923243,-0.20973360730648113,0.06677143890152351,0.021109667399846873,0.09298512115772124
1994,3,1612,0,0,0,0,1,0,1,0,0,0,0,0,-0.6195536676188215,0.7346324441913408,-0.6516402410875289,-0.5670706452218104,-0.5451619930951734,-0.4686177268480619
1995,3,13112,0,0,0,1,0,0,0,0,1,0,0,0,1.4763411201626504,-0.8614163144883556,0.6740796602556144,1.468365906610867,1.4412830381651363,1.3169913283498138
1996,6,1046,0,0,0,0,1,0,0,0,1,0,0,0,-1.0429667560595228,0.9428127170626087,-0.6516402410875289,-1.2455494958327036,-1.2732255565887707,-1.1598212320859493
1997,5,1013,0,0,1,0,0,0,1,0,0,0,0,0,-1.064137410481558,0.11009162557754675,-0.20973360730648113,-1.2723315557252382,-1.3181677518661532,-1.2750218162922642
1998,3,1847,0,0,1,0,0,0,1,0,0,0,0,0,-0.5560417043527162,0.3182718984488147,-1.0935468748685768,-0.4510150523541578,-0.4822429197068376,-0.42541750777069426
1999,4,6759,0,0,0,1,0,0,0,0,1,0,0,0,0.438979053482932,-0.5838426173266699,0.23217302647456664,0.6113399900497395,0.650300401283203,0.55378745798298
